Обозначение	Тип	Наименование	Ревизия	Описание
ASDB.04.04.465.00.80	AS2_AssZhgut	ASDB.04.04.465.00.80	A	Жгут MC21-916215-GD015	
ASDB.04.04.466.00.80	AS2_AssZhgut	ASDB.04.04.466.00.80	A	Жгут MC21-916216-GD016	
ASDB.04.04.467.00.80	AS2_AssZhgut	ASDB.04.04.467.00.80	A	Жгут MC21-916217-GD017	
ASDB.04.04.501.00.80	AS2_AssZhgut	ASDB.04.04.501.00.80	A	Жгут  MC21-911101-AL001
ASDB.04.04.502.00.80	AS2_AssZhgut	ASDB.04.04.502.00.80	A	Жгут  MC21-911102-AL002
ASDB.04.04.503.00.80	AS2_AssZhgut	ASDB.04.04.503.00.80	A	Жгут  MC21-911103-A003
ASDB.04.04.504.00.80	AS2_AssZhgut	ASDB.04.04.504.00.80	A	Жгут  MC21-911104-AR004
ASDB.04.04.505.00.80	AS2_AssZhgut	ASDB.04.04.505.00.80	A	Жгут  MC21-911105-AR005
ASDB.04.04.506.00.80	AS2_AssZhgut	ASDB.04.04.506.00.80	A	Жгут  MC21-911106-AR006
ASDB.04.04.507.00.80	AS2_AssZhgut	ASDB.04.04.507.00.80	A	Жгут  MC21-911107-AL007
ASDB.04.04.508.00.80	AS2_AssZhgut	ASDB.04.04.508.00.80	A	Жгут  MC21-911108-AR008
ASDB.04.04.509.00.80	AS2_AssZhgut	ASDB.04.04.509.00.80	A	Жгут  MC21-911109-AL009
ASDB.04.04.510.00.80	AS2_AssZhgut	ASDB.04.04.510.00.80	A	Жгут MC21-911110-AR010
ASDB.04.04.511.00.80	AS2_AssZhgut	ASDB.04.04.511.00.80	A	Жгут MC21-911111-AR011
ASDB.04.04.512.00.80	AS2_AssZhgut	ASDB.04.04.512.00.80	A	Жгут MC21-911112-AL012
ASDB.04.04.513.00.80	AS2_AssZhgut	ASDB.04.04.513.00.80	A	Жгут MC21-911113-AR013
ASDB.04.04.514.00.80	AS2_AssZhgut	ASDB.04.04.514.00.80	A	Жгут MC21-911114-AR014
ASDB.04.04.515.00.80	AS2_AssZhgut	ASDB.04.04.515.00.80	A	Жгут MC21-911115-AR015
ASDB.04.04.516.00.80	AS2_AssZhgut	ASDB.04.04.516.00.80	A	Жгут MC21-911116-AL016
ASDB.04.04.517.00.80	AS2_AssZhgut	ASDB.04.04.517.00.80	A	Жгут MC21-911117-AL017
ASDB.04.04.518.00.80	AS2_AssZhgut	ASDB.04.04.518.00.80	A	Жгут MC21-911118-A018
ASDB.04.04.519.00.80	AS2_AssZhgut	ASDB.04.04.519.00.80	A	Жгут MC21-911119-AL019
ASDB.04.04.520.00.80	AS2_AssZhgut	ASDB.04.04.520.00.80	A	Жгут MC21-911120-AR020
ASDB.04.04.521.00.80	AS2_AssZhgut	ASDB.04.04.521.00.80	A	Жгут MC21-911121-AR021
ASDB.04.04.522.00.80	AS2_AssZhgut	ASDB.04.04.522.00.80	A	Жгут MC21-911122-AR022
ASDB.04.04.523.00.80	AS2_AssZhgut	ASDB.04.04.523.00.80	A	Жгут MC21-911123-AR023
ASDB.04.04.525.00.80	AS2_AssZhgut	ASDB.04.04.525.00.80	A	Жгут MC21-911125-AL025
ASDB.04.04.526.00.80	AS2_AssZhgut	ASDB.04.04.526.00.80	A	Жгут MC21-911126-AR026
ASDB.04.04.527.00.80	AS2_AssZhgut	ASDB.04.04.527.00.80	A	Жгут MC21-911127-AL027
ASDB.04.04.528.00.80	AS2_AssZhgut	ASDB.04.04.528.00.80	A	Жгут MC21-911128-AR028
Antistaticheskaya_prisadka_Sigbol_TU_38_101741-78	M4GenMaterial	Антистатическая присадка Сигбол ТУ 38 101741-78	001	0204540000000001
BK-27 ТУ1-595-14-692-2008	I8_MaterialEM	BK-27 ТУ1-595-14-692-2008	001	Клей
ERI-R-00002	Item	Резистор типа Б	001	
ETST-5214-1151-001-D51002	I8_PseudoAssy	ETST-5214-1151-001-D51002	001	Ниша ручки наружной. ПСК
Emal_EP-140M_belaya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М белая ТУ 6-00-05807983-138-94	001	2305445328000018
Emal_EP-140M_chernaya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М черная ТУ 6-00-05807983-138-94	001	2305445328000017
Emal_EP-140M_seraya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М серая ТУ 6-00-05807983-138-94	001	2305445328000004
Emal_EP-140M_serebristaya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М серебристая ТУ 6-00-05807983-138-94	001	
Emal_EP-140M_svetlo-seraya_583_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М светло-серая 583 ТУ 6-00-05807983-138-94	001	2305445328000002
Emal_EP-140M_temno-seraya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М темно-серая ТУ 6-00-05807983-138-94	001	2305445328000015
Emal_EP-140M_tyomno-krasnaya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М тёмно-красная ТУ 6-00-05807983-138-94	001	2305445328000003
Emal_EP-140M_zheltaya_TU_6-00-05807983-138-94	M4GenMaterial	Эмаль ЭП-140М желтая ТУ 6-00-05807983-138-94	001	2305445328000007
Emal_EP-140_belaya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 белая ГОСТ 24709-81	001	2306482094000014
Emal_EP-140_chernaya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 черная ГОСТ 24709-81	001	2306482094000013
Emal_EP-140_seraya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 серая ГОСТ 24709-81	001	2306482094000010
Emal_EP-140_serebristaya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 серебристая ГОСТ 24709-81	001	2306482094000012
Emal_EP-140_svetlo-seraya_500_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 светло-серая 500 ГОСТ 24709-81	001	2306482094000007
Emal_EP-140_svetlo-seraya_583_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 светло-серая 583 ГОСТ 24709-81	001	2306482094000008
Emal_EP-140_temno-krasnaya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 темно-красная ГОСТ 24709-81	001	2306482094000001
Emal_EP-140_temno-seraya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 темно-серая ГОСТ 24709-81	001	2306482094000009
Emal_EP-140_zheltaya_GOST_24709-81	M4GenMaterial	Эмаль ЭП-140 желтая ГОСТ 24709-81	001	2306482094000003
Emal_EP-255_zelenaya_GOST_23599-79	M4GenMaterial	Эмаль ЭП-255 зеленая ГОСТ 23599-79	001	2306471761000003
Emal_KO-811_zelenaya_GOST_23122-78	M4GenMaterial	Эмаль КО-811 зеленая ГОСТ 23122-78	001	2306832131000007
Emal_KO-822_chernaya_TU_6-10-848-75	M4GenMaterial	Эмаль КО-822 черная ТУ 6-10-848-75	001	2311463520000004
Emal_KO-84_krasnaya_GOST_22564-77	M4GenMaterial	Эмаль КО-84 красная ГОСТ 22564-77	001	2307032165000003
Emal_VE-65M_TU_1-595-15-1144-2010	M4GenMaterial	Эмаль ВЭ-65М ТУ 1-595-15-1144-2010	001	2325304872000001
Germetik_VGO-1_TU_38.303-04-04-90	M4GenMaterial	Герметик ВГО-1 ТУ 38.303-04-04-90	001	
Germetik_VIKSINT_U-2-28_NT_TU_1-595-28-701-2003	M4GenMaterial	Герметик ВИКСИНТ У-2-28 НТ ТУ 1-595-28-701-2003	001	
Germetik_VIKSINT_U-2-28_TU_1-595-28-701-2003	M4GenMaterial	Герметик ВИКСИНТ У-2-28 ТУ 1-595-28-701-2003	001	2522494505000001
Germetik_Viksint_U-1-18NT_TU_38.303-04-04-90	M4GenMaterial	Герметик Виксинт У-1-18НТ ТУ 38.303-04-04-90	001	2507524341000010
Germetik_kistevoj_PR1782A2-M_TT_21.0000-51	M4GenMaterial	Герметик кистевой PR1782A2-M ТТ 21.0000-51	001	
Germetik_shpatelnyj_PR1782B2-M_TT_21.0000-50	M4GenMaterial	Герметик шпательный PR1782B2-M ТТ 21.0000-50	001	2527375073000001
Germetik_vnutrishovnyj_PR1782C12-M_TT_21.0000-49	M4GenMaterial	Герметик внутришовный PR1782C12-M ТТ 21.0000-49	001	
Germetik_vnutrishovnyj_PR1782C2-M_TT_21.0000-49	M4GenMaterial	Герметик внутришовный PR1782C2-M ТТ 21.0000-49	001	
Germetik_vnutrishovnyj_PR1782C24-M_TT_21.0000-49	M4GenMaterial	Герметик внутришовный PR1782C24-M ТТ 21.0000-49	001	2527365512000003
Germetik_zhgutovoj_PR1782B2-M_TT_21.0000-50	M4GenMaterial	Герметик жгутовой PR1782B2-M ТТ 21.0000-50	001	
Grunt-vyravnivatel_10P30-8_741.140_21-00-00-0008-0T04_0A	M4GenMaterial	Грунт-выравниватель 10P30-8 741.140/21-00-00-0008-0Т04/0А	001	2331405624000002
Grunt_EP-0215.470_OCT1_90055-85	I8_MaterialEM	Грунт ЭП-0215.470 ОСТ1 90055-85	001	Грунт ЭП-0215.470 ОСТ1 90055-85
Gruntovka_Aerodur_2111_741.140_21-00-00-0008-0T04_0A	M4GenMaterial	Грунтовка Aerodur 2111 741.140/21-00-00-0008-0Т04/0А	001	2331405623000001
Gruntovka_EP-0104_belaya_TU_6-10-1124-75	M4GenMaterial	Грунтовка ЭП-0104 белая ТУ 6-10-1124-75	001	2305972023000001
Gruntovka_EP-0181_chernaya_TU_1-595-9-407-92	M4GenMaterial	Грунтовка ЭП-0181 черная ТУ 1-595-9-407-92	001	
Gruntovka_EP-0214_svetlo-zelenaya_TU_1-595-15-770-2004	M4GenMaterial	Грунтовка ЭП-0214 светло-зеленая ТУ 1-595-15-770-2004	001	
Gruntovka_EP-0215_TU 2312-040-21743165-2004	AS2_Material	Gruntovka_EP-0215_TU 2312-040-21743165-2004	A	Грунтовка ЭП-0215 ТУ 2312-040-21743165-2004
Gruntovka_EP-0215_zheltaya_TU_2312-040-21743165-2011	M4GenMaterial	Грунтовка ЭП-0215 желтая ТУ 2312-040-21743165-2011	001	
Gruntovka_EP-0215_zheltaya_TU_6-10-1966-84	M4GenMaterial	Грунтовка ЭП-0215 желтая ТУ 6-10-1966-84	001	2305791965000001
Gruntovka_EP-076_AK_zheltaya_TU_1-595-9-367-91	M4GenMaterial	Грунтовка ЭП-076 АК желтая ТУ 1-595-9-367-91	001	2306722117000001
Gruntovka_EP-076_zheltaya_TU_6-10-755-84	M4GenMaterial	Грунтовка ЭП-076 желтая ТУ 6-10-755-84	001	
Gruntovka_EP-076_zheltaya_TU_6-10-755-84MG	M4GenMaterial	Грунтовка ЭП-076 желтая ТУ 6-10-755-84	001	2306852066000001
Gruntovka_VG-28_TU_1-595-15-582-2000	M4GenMaterial	Грунтовка ВГ-28 ТУ 1-595-15-582-2000	001	
Gruntovka_VL-02_GOST_12707-77	M4GenMaterial	Грунтовка ВЛ-02 ГОСТ 12707-77	001	2306022036000001
Klej-germetik_kremnijorganicheskij_Elasil_11-01_TU_6-02-857-74	M4GenMaterial	Клей-герметик кремнийорганический Эласил 11-01 ТУ 6-02-857-74	001	2233060000000001
Klej_4NB-uv_TU_105236-85	M4GenMaterial	Клей 4НБ-ув ТУ 105236-85	001	2508062502000001
Klej_88-NP_TU_38_105540-85	M4GenMaterial	Клей 88-НП ТУ 38 105540-85	001	
Klej_Chelton_2-310	M4GenMaterial	 Клей Chilton_2-310	001	
Klej_Lejkonat_B_TU_6-14-95-2014	M4GenMaterial	Клей Лейконат Б ТУ 6-14-95-2014	001	2509155656000003
Klej_Lejkonat_TU_6-14-95-2001	M4GenMaterial	Клей Лейконат ТУ 6-14-95-2001	001	2509152856000001
Klej_VK-27SM_TU_1-595-14-692-2008	M4GenMaterial	Клей ВК-27СМ ТУ 1-595-14-692-2008	001	
Klej_VK-27_PI_1.2A.145-99	M4GenMaterial	Клей ВК-27 ПИ 1.2А.145-99	001	2213193734000001
Klej_VK-27_TU_1-595-14-692-2008	M4GenMaterial	Клей ВК-27 ТУ 1-595-14-692-2008	001	
Klej_VK-9_PI_1.2.397-88	M4GenMaterial	Клей ВК-9 ПИ 1.2.397-88	001	2513063724000001
Klej_VK-9_TU_1-595-14-842-2009	M4GenMaterial	Клей ВК-9 ТУ 1-595-14-842-2009	001	
Klej_VKR-16_TU_38_1051081-83	M4GenMaterial	Клей ВКР-16 ТУ 38 1051081-83	001	
Klej_VKR-24_TU_1-595-14-185-2005	M4GenMaterial	Клей ВКР-24 ТУ 1-595-14-185-2005	001	
Klej_VKT-2_TU_6-10-826-85	M4GenMaterial	Клей ВКТ-2 ТУ 6-10-826-85	001	2303781473000001
Kompoziciya_anaerobnaya_VAK-1F_TU_1-596-121-85	M4GenMaterial	Композиция анаэробная ВАК-1Ф ТУ 1-596-121-85	001	2209532923000001
Lak_AK-113_GOST_23832-79	M4GenMaterial	Лак АК-113 ГОСТ 23832-79	001	2306892137000001
Lak_EP-730_GOST_20824-81	M4GenMaterial	Лак ЭП-730 ГОСТ 20824-81	001	
Lak_epoksiuretanovyj_UR-231_TU_6-21-14-90	M4GenMaterial	Лак эпоксиуретановый УР-231 ТУ 6-21-14-90	001	2305744662000003
Lenta_LES-0,15x40_GOST_5937-81	M4GenMaterial	Лента ЛЭС-0,15х40 ГОСТ 5937-81	001	5911673534000033
Lenta_LES-0,15x50_GOST_5937-81	M4GenMaterial	Лента ЛЭС-0,15х50 ГОСТ 5937-81	001	5911673534000035
Lenta_LETSAR_KP-0,2-26_I_X_TU_38.103171-80	M4GenMaterial	Лента ЛЭТСАР КП-0,2-26 I Х ТУ 38.103171-80	001	2509172861000007
Lenta_elektroizolyacionnaya_termostojkaya_samoslipayushhayasya_rezinovaya_KP-0,2-26,_I_gruppa,_tip_X_TU_38.103171-80	M4GenMaterial	Лента электроизоляционная термостойкая самослипающаяся резиновая КП-0,2-26, I группа, тип Х ТУ 38.103171-80	001	2509172861000010
MAT_017862	sdb_MaterialItem	Смазка Эра (ВНИИ НП-286М) ТУ 38.	A	Смазка Эра (ВНИИ НП-286М) ТУ 38.101950-83
MAT_018827	sdb_MaterialItem	Лист 1163АТ 2.0 ОСТ 1 90246-77	A	Лист 1163АТ 2.0 ОСТ 1 90246-77
MAT_019785	sdb_MaterialItem	Плита 1163Т 60 ТУ 1-92-161-90	A	Плита 1163Т 60 ТУ 1-92-161-90
MAT_036194	sdb_MaterialItem	Клей ВК-27 ТУ 1-595-14-692-2008	A	Клей ВК-27 ТУ 1-595-14-692-2008
Maslo_aviacionnoe_MS-20_pervogo_sorta_GOST_21743-76	M4GenMaterial	Масло авиационное МС-20 первого сорта ГОСТ 21743-76	001	0207272224000002
Maslo_aviacionnoe_MS-20_vysshego_sorta_GOST_21743-76	M4GenMaterial	Масло авиационное МС-20 высшего сорта ГОСТ 21743-76	001	0207272224000003
NAS1189E5P12L	Item	NAS1189E5P12L	001	NAS1189E5P12L
Nefras-S2-80_120_vysshij_sort_TU_38.401-67-108-92	M4GenMaterial	Нефрас-С2-80/120 высший сорт ТУ 38.401-67-108-92	001	0207060000000001
Nitki_kapronovye_13_Kkr_chernye_OST_17-330-2002	M4GenMaterial	Нитки капроновые 13 Ккр черные ОСТ 17-330-2002	001	8116170000000019
Nitki_kapronovye_3_Kkr_belye_OST_17-330-2002	M4GenMaterial	Нитки капроновые 3 Ккр белые ОСТ 17-330-2002	001	
PR1782B2-M TT 21.0000-50	M4GenMaterial	PR1782B2-M TT 21.0000-50	001	Герметик жгутовой
PR1782B2-M ТТ 21.0000-50	M4GenMaterial	PR1782B2-M ТТ 21.0000-50	001	Герметик шпательный
PR1782C2-M ТТ 21.0000-49	M4GenMaterial	PR1782C2-M TT 21.0000-49	001	Герметик внутришовный
Pasta_ALKM-1_zheltaya_TU_6-10-1933-84	M4GenMaterial	Паста АЛКМ-1 желтая ТУ 6-10-1933-84	001	2306962074000001
Pasta_VNII_NP-232_GOST_14068-79	M4GenMaterial	Паста ВНИИ НП-232 ГОСТ 14068-79	001	
Pasta_VP-1_TU_6-10-11-VIAM-93-87	M4GenMaterial	Паста ВП-1 ТУ 6-10-11-ВИАМ-93-87	001	2218584052000001
Plenka_kleevaya_FM_73M_741.140_21-00-00-0001-0T04_0A	M4GenMaterial	Пленка клеевая FM 73M 741.140/21-00-00-0001-0Т04/0А	001	2327485090000001
Plenka_kleevaya_Redux_322U_741.140_21-00-00-0016-0T04_0A	M4GenMaterial	Пленка клеевая Redux 322U 741.140/21-00-00-0016-0Т04/0А	001	
Plenka_kleevaya_VK-36_TU_1-596-389-96	M4GenMaterial	Пленка клеевая ВК-36 ТУ 1-596-389-96	001	
Plenka_kleevaya_VK-51_TU_1-596-212-85	M4GenMaterial	Пленка клеевая ВК-51 ТУ 1-596-212-85	001	
Plenka_kleevaya_VKV-3_0,9_TU_1-596-64-86	M4GenMaterial	Пленка клеевая ВКВ-3 0,9 ТУ 1-596-64-86	001	2309432921000003
Pletenka_PML_10x16_T2_TU_4833-002-08558606-95	M4GenMaterial	Плетенка ПМЛ 10x16 Т2 ТУ 4833-002-08558606-95	001	4809940000000002
Pletenka_PML_16x24_T2_TU_4833-002-08558606-95	M4GenMaterial	Плетенка ПМЛ 16x24 Т2 ТУ 4833-002-08558606-95	001	4809940000000003
Pletenka_PML_6x10_T2_TU_4833-002-08558606-95	M4GenMaterial	Плетенка ПМЛ 6x10 Т2 ТУ 4833-002-08558606-95	001	4809940000000001
Plomba OST1 10067-71	M4GenMaterial	Пломба OСТ 1 10067-71	001	
Poroshok_cinkovyj_PC3_GOST_12601-76	M4GenMaterial	Порошок цинковый ПЦ3 ГОСТ 12601-76	001	1700130072000002
Press-material_AG-4V_GOST_20437-89	M4GenMaterial	Пресс-материал АГ-4В ГОСТ 20437-89	001	2205881947000001
Pripoj_Prv_KR_0,5_POS_40_GOST_21931-76	M4GenMaterial	Припой Прв КР 0,5 ПОС 40 ГОСТ 21931-76	001	1700560049000025
Provod_MS_26-13_1x0,75_CH_TU_16-505.083-78	M4GenMaterial	Провод МС 26-13 1х0,75 Ч ТУ 16-505.083-78	001	3512713670000059
Provod_MS_26-13_1x1,00_CH_TU_16-505.083-78	M4GenMaterial	Провод МС 26-13 1х1,00 Ч ТУ 16-505.083-78	001	3512713670000060
Provoloka_0,5-T-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 0,5-Т-1-12Х18Н10Т ГОСТ 18143-72	001	
Provoloka_0,50-TS-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 0,50-ТС-1-12Х18Н10Т ГОСТ 18143-72	001	1200400148000094
Provoloka_0,8-P-X-12X18N9T_GOST_18143-72	M4GenMaterial	Проволока 0,8-П-Х-12Х18Н9Т ГОСТ 18143-72	001	
Provoloka_0,8-T-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 0,8-Т-1-12Х18Н10Т ГОСТ 18143-72	001	1200400148000015
Provoloka_0,8-TS-1-12X18N9T_GOST_18143-72	M4GenMaterial	Проволока 0,8-ТС-1-12Х18Н9Т ГОСТ 18143-72	001	
Provoloka_0,8-h10-PN-36NXTYU_GOST_14118-85	M4GenMaterial	Проволока 0,8-h10-ПН-36НХТЮ ГОСТ 14118-85	001	
Provoloka_0,8-h9-PN-36NXTYU_GOST_14118-85	M4GenMaterial	Проволока 0,8-h9-ПН-36НХТЮ ГОСТ 14118-85	001	
Provoloka_0,80-TS-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 0,80-ТС-1-12Х18Н10Т ГОСТ 18143-72	001	1200400148000013
Provoloka_1,0-P-TS-2-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,0-П-ТС-2-12Х18Н10Т ГОСТ 18143-72	001	
Provoloka_1,0-T-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,0-Т-1-12Х18Н10Т ГОСТ 18143-72	001	
Provoloka_1,0-X-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,0-Х-12Х18Н10Т ГОСТ 18143-72	001	1200400148000086
Provoloka_1,0-h10-PN-36NXTYU_GOST_14118-85	M4GenMaterial	Проволока 1,0-h10-ПН-36НХТЮ ГОСТ 14118-85	001	
Provoloka_1,00-TS-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,00-ТС-1-12Х18Н10Т ГОСТ 18143-72	001	1200400148000018
Provoloka_1,2-TS-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,2-ТС-1-12Х18Н10Т ГОСТ 18143-72	001	
Provoloka_1,20-TS-1-12X18N10T_GOST_18143-72	M4GenMaterial	Проволока 1,20-ТС-1-12Х18Н10Т ГОСТ 18143-72	001	1200400148000023
Provoloka_KO_0,8_GOST_792-67	M4GenMaterial	Проволока КО 0,8 ГОСТ 792-67	001	1200960000000023
Provoloka_KO_1,0_GOST_792-67	M4GenMaterial	Проволока КО 1,0 ГОСТ 792-67	001	1200960000000027
Provoloka_KS_0,5_GOST_792-67	M4GenMaterial	Проволока КС 0,5 ГОСТ 792-67	001	1200960000000007
Pudra_alyuminievaya_PAP-2_GOST_5494-95	M4GenMaterial	Пудра алюминиевая ПАП-2 ГОСТ 5494-95	001	
SHnur-chulok_SHCHS-1,0_OST_17-184-2003	M4GenMaterial	Шнур-чулок ШЧС-1,0 ОСТ 17-184-2003	001	8115040000000001
SHpatlevka_Aerowave_2501	M4GenMaterial	Шпатлевка Aerowave 2501	001	
SHpatlevka_EP-0020_GOST_28379-89	M4GenMaterial	Шпатлевка ЭП-0020 ГОСТ 28379-89	001	2306342082000002
SHpatlevka_EP-0026_TU_1-595-15-644-2001	M4GenMaterial	Шпатлевка ЭП-0026 ТУ 1-595-15-644-2001	001	2321954425000001
SHpatlevka_EP-0080_svetlo-seraya_TU_6-10-1567-76	M4GenMaterial	Шпатлевка ЭП-0080 светло-серая ТУ 6-10-1567-76	001	2305801967000001
SHpatlevka_VSH-17M_TU_1-595-9-215-86	M4GenMaterial	Шпатлевка ВШ-17М ТУ 1-595-9-215-86	001	2324484870000002
Silicone tape 68N ASNA 5107	AS2_Material	Silicone tape 68N ASNA 5107	A	Силиконовая лента
Silicone tape 69N ASNA 5107	AS2_Material	Silicone tape 69N ASNA 5107	A	Силиконовая лента
Smazka_AMS-3_GOST_2712-75	M4GenMaterial	Смазка АМС-3 ГОСТ 2712-75	001	0207602306000002
Smazka_AMS-G-4343	M4GenMaterial	Смазка AMS-G-4343	001	0230230000000001
Smazka_Atlanta_TU_38.1011048-85	M4GenMaterial	Смазка Атланта ТУ 38.1011048-85	001	
Smazka_CIATIM-201_GOST_6267-74	M4GenMaterial	Смазка ЦИАТИМ-201 ГОСТ 6267-74	001	0207632309000001
Smazka_CIATIM-221_GOST_9433-80	M4GenMaterial	Смазка ЦИАТИМ-221 ГОСТ 9433-80	001	0207562302000001
Smazka_Christo-Lube_MCG_111	M4GenMaterial	Смазка Christo-Lube MCG 111	001	0230215486002864
Smazka_ERA_TU_38.101950-00	M4GenMaterial	Смазка ЭРА ТУ 38.101950-00	001	
Smazka_PFMS-4S_TU_6-02-917-79	M4GenMaterial	Смазка ПФМС-4С ТУ 6-02-917-79	001	0207362243000001
Smazka_VNII_NP-235_TU_38_101297-78	M4GenMaterial	Смазка ВНИИ НП-235 ТУ 38 101297-78	001	0218794067000001
Smazka_VNII_NP-282_TU_38.1011261-89	M4GenMaterial	Смазка ВНИИ НП-282 ТУ 38.1011261-89	001	
Smes_rezinovaya_NO-68-1_NTA_TU_38_0051166-2015	M4GenMaterial	Смесь резиновая НО-68-1 НТА ТУ 38 0051166-2015	001	
Smes_rezinovaya_NO-68-1_NTA_TU_38_0051166-98	M4GenMaterial	Смесь резиновая НО-68-1 НТА ТУ 38 0051166-98	001	2503431452000001
Spirt_izopropilovyj_texnicheskij_GOST_9805-84	M4GenMaterial	Спирт изопропиловый технический ГОСТ 9805-84	001	2414535388000003
Suspenziya_VAP-2_TU_1-595-5-399-2005	M4GenMaterial	Суспензия ВАП-2 ТУ 1-595-5-399-2005	001	2225604912000001
TST-0000-0000-000-0D90	I8_Dwg	TST-0000-0000-000-0D90	001	Системы координат (СК) самолета МС-21-300 отсеков фюзеляжа,крыла
TST-0000-0000-010-D111	I8_BCS	TST-0000-0000-010-D111	001	Схема СК отсеков МС-21-300 относительно Абсолютной С.К.
TST-2110-3000-000-D510	I8_PseudoAssy	TST-2110-3000-000-D510	001	Монтаж системы наддува водновакуумных баков в Ф3. ПСК
TST-2110-3100-000-D510	I8_PseudoAssy	TST-2110-3100-000-D510	002	Установка кронштейнов системы наддува в отсеке Ф3. ПСК
TST-2110-3101-001-D510	I8_PseudoAssy	TST-2110-3101-001-D510	001	Кронштейн. ПСК
TST-2110-3103-000-D510	I8_PseudoAssy	TST-2110-3103-000-D510	002	Кронштейн. ПСК
TST-2110-3500-000-D510	I8_PseudoAssy	TST-2110-3500-000-D510	001	Монтаж системы наддува водновакуумных баков в обтекателе. ПСК
TST-2110-3510-000-D510	I8_PseudoAssy	TST-2110-3510-000-D510	001	Установка кронштейнов системы наддува. ПСК
TST-2110-4000-000-D510	I8_PseudoAssy	TST-2110-4000-000-D510	001	Монтаж системы наддува водновакуумных баков в Ф4. ПСК
TST-2110-4100-000-D510	I8_PseudoAssy	TST-2110-4100-000-D510	002	Установка кронштейнов системы наддува в отсеке Ф4. ПСК
TST-2110-5000-000-D510	I8_PseudoAssy	TST-2110-5000-000-D510	001	Монтаж системы наддува водновакуумных баков в Ф5. ПСК
TST-2110-5100-000-D510	I8_PseudoAssy	TST-2110-5100-000-D510	002	Установка кронштейнов системы наддува в отсеке Ф5. ПСК
TST-2110-5101-000-D510	I8_PseudoAssy	TST-2110-5101-000-D510	001	Кронштейн. ПСК
TST-2110-5102-001-D510	I8_PseudoAssy	TST-2110-5102-001-D510	001	Кронштейн. ПСК
TST-2110-5103-001-D510	I8_PseudoAssy	TST-2110-5103-001-D510	001	Кронштейн. ПСК
TST-2110-5104-001-D510	I8_PseudoAssy	TST-2110-5104-001-D510	001	Кронштейн. ПСК
TST-2110-C000-000-D500	I8_PseudoAssy	TST-2110-C000-000-D500	001	Система наддува водновакуумных баков в отсеке Ф3. ПСО
TST-2110-D000-000-D500	I8_PseudoAssy	TST-2110-D000-000-D500	001	Система наддува водновакуумных баков в отсеке Ф4. ПСО
TST-2110-E000-000-D500	I8_PseudoAssy	TST-2110-E000-000-D500	001	Система наддува водновакуумных баков в отсеке Ф5. ПСО
TST-2110-J000-000-D500	I8_PseudoAssy	TST-2110-J000-000-D500	001	Система наддува водновакуумных баков в обтекателе. ПСО
TST-2120-0102-001-D510	I8_PseudoAssy	TST-2120-0102-001-D510	002	Кронштейн. ПСК
TST-2120-0102-002-D510	I8_PseudoAssy	TST-2120-0102-002-D510	002	Кронштейн. ПСК
TST-2120-0105-001-D510	I8_PseudoAssy	TST-2120-0105-001-D510	002	Кронштейн. ПСК
